,cam_ung,height_mm,url_path,material,storage_max_support,storage_gb,display_width,bluetooth_version,width_mm,manufacturer,cpu_max_speed,root_price,cpu_threads,cpu_cores,ram_speed,product_weight,discounted_price,ram_type,refresh_rate,cpu_speed,name,ram_storage,is_installment,ram_slots,os_version,battery_capacity,laptop_color,cpu_model,nhu_cau_su_dung,vga_type,depth_mm,image,vga_brand,product_id,cpu_series,display_height,vga_vram,laptop_camera,display_size,cpu_brand
10,0,241.26,https://www.thegioididong.com/laptop/acer-aspire-3-a315-59-5283-i5-nxk6tsv00b?code=0220042002205,vỏ nhựa,1024.0,512.0,1920.0,5.0,362.9,acer,4.4,12390000.0,12.0,10.0,2400.0,1.7,12390000.0,ddr4,60.0,1.3,Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B),8.0,1,2.0,windows 11,40.0,bạc,1235u,"gaming, học tập - văn phòng, đồ họa - kỹ thuật",card tích hợp,19.9,https://cdn.tgdd.vn/Products/Images/44/304543/acer-aspire-3-a315-59-5283-i5-nxk6tsv00b-abc-1-750x500.jpg,intel,0220042002205__l96_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel
11,0,232.5,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-nj025w?code=0220042002215,vỏ nhựa,1024.0,512.0,1920.0,5.0,359.7,asus,4.6,15690000.0,12.0,10.0,3200.0,1.7,15690000.0,ddr4,60.0,1.3,Laptop Asus Vivobook 15 X1504VA i5 1335U/8GB/512GB/Win11 (NJ025W),8.0,1,2.0,windows 11,42.0,bạc,1335u,học tập - văn phòng,card tích hợp,17.9,https://cdn.tgdd.vn/Products/Images/44/305008/asus-vivobook-15-x1504va-i5-nj025w-glr-1-750x500.jpg,intel,0220042002215__l203_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel
12,0,232.5,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-nj023w?code=0220042002216,vỏ nhựa,1024.0,512.0,1920.0,5.0,359.7,asus,5.0,20290000.0,12.0,10.0,3200.0,1.7,20290000.0,ddr4,60.0,1.7,Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),16.0,1,2.0,windows 11,42.0,bạc,1355u,học tập - văn phòng,card tích hợp,17.9,https://cdn.tgdd.vn/Products/Images/44/305009/asus-vivobook-15-x1504va-nj023w-glr-1-750x500.jpg,intel,0220042002216__l194_20250402-105034,core i7,1080.0,0.0,hd,15.6,intel
13,0,254.0,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ve-i5-460vn?code=0220042002287,vỏ kim loại,512.0,512.0,1920.0,5.2,359.0,msi,4.4,18690000.0,12.0,8.0,3200.0,1.86,18690000.0,ddr4,144.0,2.0,Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),8.0,1,2.0,windows 11,52.4,đen,12450h,"đồ họa - kỹ thuật, học tập - văn phòng, gaming, laptop sáng tạo nội dung",card rời,21.7,https://cdn.tgdd.vn/Products/Images/44/308697/msi-gaming-gf63-thin-12ve-i5-460vn-glr-1-750x500.jpg,nvidia,0220042002287__l175_20250402-105034,core i5,1080.0,6.0,hd,15.6,intel
14,0,235.56,https://www.thegioididong.com/laptop/dell-inspiron-3530-i5-1335u-i5u085w11blu?code=0220042002304,vỏ nhựa,2048.0,512.0,1920.0,5.2,358.5,dell,4.6,16990000.0,12.0,10.0,2666.0,1.66,16990000.0,ddr4,120.0,1.3,Laptop Dell Inspiron 15 3530 i5 1335U/8GB/512GB/120Hz/OfficeHS/Win11 (N3530-i5U085W11BLU),8.0,1,2.0,windows 11,41.0,đen,1335u,học tập - văn phòng,card tích hợp,16.96,https://cdn.tgdd.vn/Products/Images/44/309243/dell-inspiron-3530-i5-1335u-i5u085w11blu-glr-1-2-750x500.jpg,intel,0220042002304__l243_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel
15,0,249.5,https://www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i5-mb360w?code=0220042002307,vỏ nhựa,512.0,512.0,1920.0,5.3,358.7,asus,4.6,14690000.0,12.0,10.0,3200.0,1.88,14690000.0,ddr4,60.0,1.3,Laptop Asus Vivobook 16 X1605VA i5 1335U/16GB/512GB/Win11 (MB360W),16.0,1,2.0,windows 11,42.0,bạc,1335u,"cao cấp - sang trọng, gaming, học tập - văn phòng, đồ họa - kỹ thuật",card tích hợp,19.9,https://cdn.tgdd.vn/Products/Images/44/309375/asus-vivobook-16-x1605va-i5-mb360w-glr-1-1-750x500.jpg,intel,0220042002307__l76_20250402-105034,core i5,1200.0,0.0,hd,16.0,intel
16,0,234.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2081tu-i5-7c0q4pa?code=0220042002317,vỏ nhựa,512.0,512.0,1920.0,5.2,360.2,hp,4.4,18190000.0,16.0,12.0,3200.0,1.72,18190000.0,ddr4,60.0,1.7,Laptop HP Pavilion 15 eg2081TU i5 1240P/16GB/512GB/Win11 (7C0Q4PA),16.0,1,2.0,windows 11,41.0,vàng,1240p,"gaming, học tập - văn phòng, đồ họa - kỹ thuật",card tích hợp,17.9,https://cdn.tgdd.vn/Products/Images/44/309565/hp-pavilion-15-eg2081tu-i5-7c0q4pa-1-750x500.jpg,intel,0220042002317__l94_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel
17,0,259.0,https://www.thegioididong.com/laptop/msi-katana-15-b13vfk-i7-676vn?code=0220042002329,vỏ nhựa,1024.0,1024.0,1920.0,5.2,359.0,msi,4.9,28690000.0,16.0,10.0,5200.0,2.25,28690000.0,ddr5,144.0,2.4,Laptop MSI Gaming Katana 15 B13VFK i7 13620H/16GB/1TB/8GB RTX4060/144Hz/Win11 (676VN),16.0,1,2.0,windows 11,53.5,đen,13620h,"gaming, laptop sáng tạo nội dung, đồ họa - kỹ thuật",card rời,24.9,https://cdn.tgdd.vn/Products/Images/44/310447/msi-katana-15-b13vfk-i7-676vn-1-750x500.jpg,nvidia,0220042002329__l64_20250402-105034,core i7,1080.0,8.0,hd,15.6,intel
18,0,241.0,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i7-487vn?code=0220042002334,vỏ nhựa,512.0,512.0,1920.0,5.2,359.0,msi,4.7,15690000.0,12.0,10.0,3200.0,1.7,15690000.0,ddr4,60.0,1.7,Laptop MSI Modern 15 B12MO i7 1255U/16GB/512GB/Win11 (487VN),16.0,1,0.0,windows 11,39.3,đen,1255u,học tập - văn phòng,card tích hợp,19.9,https://cdn.tgdd.vn/Products/Images/44/310450/msi-modern-15-b12mo-i7-487vn-1-1-750x500.jpg,intel,0220042002334__l318_20250402-105034,core i7,1080.0,0.0,hd,15.6,intel
19,0,227.6,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-l1341w?code=0220042002338,vỏ nhựa,512.0,512.0,1920.0,5.3,356.8,asus,4.7,17690000.0,16.0,12.0,3200.0,1.7,17690000.0,ddr4,60.0,2.6,Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Win11 (L1341W),16.0,1,2.0,windows 11,50.0,đen,13500h,"gaming, học tập - văn phòng, đồ họa - kỹ thuật",card tích hợp,19.9,https://cdn.tgdd.vn/Products/Images/44/310839/asus-vivobook-15-oled-a1505va-i5-l1341w-1-750x500.jpg,intel,0220042002338__l60_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel
20,0,241.0,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-628vn?code=0220042002348,vỏ nhựa,512.0,512.0,1920.0,5.2,359.0,msi,4.4,12690000.0,12.0,10.0,3200.0,1.7,12690000.0,ddr4,60.0,1.3,Laptop MSI Modern 15 B12MO i5 1235U/16GB/512GB/Win11 (628VN),16.0,1,0.0,windows 11,39.3,đen,1235u,"cao cấp - sang trọng, gaming, học tập - văn phòng, đồ họa - kỹ thuật",card tích hợp,19.9,https://cdn.tgdd.vn/Products/Images/44/311016/msi-modern-15-b12mo-i5-628vn-1-1-750x500.jpg,intel,0220042002348__l36_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel
21,0,232.5,https://www.thegioididong.com/laptop/asus-vivobook-go-15-e1504fa-r5-nj776w?code=0220042002351,vỏ nhựa,1024.0,512.0,1920.0,5.3,360.3,asus,4.3,12690000.0,8.0,4.0,5500.0,1.63,12690000.0,lpddr5,60.0,2.8,Laptop Asus Vivobook Go 15 E1504FA R5 7520U/16GB/512GB/Win11 (NJ776W),16.0,1,0.0,windows 11,42.0,bạc,7520u,"học tập - văn phòng, đồ họa - kỹ thuật, cao cấp - sang trọng, laptop sáng tạo nội dung",card tích hợp,17.9,https://cdn.tgdd.vn/Products/Images/44/311178/asus-vivobook-go-15-e1504fa-r5-nj776w-glr-1-750x500.jpg,amd,0220042002351__l0_20250402-105034,ryzen 5,1080.0,0.0,hd,15.6,amd
22,0,222.5,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-k3405vc-i5-km006w?code=0220042002354,vỏ nhựa,512.0,512.0,2880.0,5.0,317.1,asus,4.7,24490000.0,16.0,12.0,3200.0,1.4,24490000.0,ddr4,90.0,2.6,Laptop Asus Vivobook 14X OLED K3405VC i5 13500H/16GB/512GB/4GB RTX3050/Win11 (KM006W),16.0,1,2.0,windows 11,63.0,bạc,13500h,"học tập - văn phòng, đồ họa - kỹ thuật, cao cấp - sang trọng, mỏng nhẹ, laptop sáng tạo nội dung",card rời,18.9,https://cdn.tgdd.vn/Products/Images/44/311117/asus-vivobook-14x-oled-k3405vc-i5-km006w-glr-1-1-750x500.jpg,nvidia,0220042002354__l247_20250402-105034,core i5,1800.0,4.0,hd,14.0,intel
23,0,234.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3094tu-i5-8c5l5pa?code=0220042002355,vỏ kim loại,512.0,512.0,1920.0,5.2,360.2,hp,4.6,16790000.0,12.0,10.0,3200.0,1.69,16790000.0,ddr4,60.0,1.3,Laptop HP Pavilion 15 eg3094TU i5 1335U/8GB/512GB/Win11 (8C5L5PA),8.0,1,2.0,windows 11,41.0,vàng,1335u,"học tập - văn phòng, đồ họa - kỹ thuật, gaming, laptop sáng tạo nội dung",card tích hợp,18.0,https://cdn.tgdd.vn/Products/Images/44/311145/hp-pavilion-15-eg3094tu-i5-8c5l5pa-1-1-700x467.jpg,intel,0220042002355__l130_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel
24,0,234.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3093tu-i5-8c5l4pa?code=0220042002356,vỏ kim loại,512.0,512.0,1920.0,5.2,360.2,hp,4.6,18190000.0,12.0,10.0,3200.0,1.69,18190000.0,ddr4,60.0,1.3,Laptop HP Pavilion 15 eg3093TU i5 1335U/16GB/512GB/Win11 (8C5L4PA),16.0,1,2.0,windows 11,41.0,vàng,1335u,học tập - văn phòng,card tích hợp,18.0,https://cdn.tgdd.vn/Products/Images/44/311176/hp-pavilion-15-eg3093tu-i5-8c5l4pa-glr-1-750x500.jpg,intel,0220042002356__l20_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel
25,0,234.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa?code=0220042002357,vỏ kim loại,512.0,512.0,1920.0,5.3,360.2,hp,5.0,23690000.0,12.0,10.0,3200.0,1.69,23690000.0,ddr4,60.0,1.7,Laptop HP Pavilion 15 eg3091TU i7 1355U/16GB/512GB/Win11 (8C5L2PA),16.0,1,2.0,windows 11,41.0,vàng,1355u,"gaming, học tập - văn phòng, đồ họa - kỹ thuật",card tích hợp,18.0,https://cdn.tgdd.vn/Products/Images/44/311177/hp-pavilion-15-eg3091tu-i7-8c5l2pa-glr-1-750x500.jpg,intel,0220042002357__l61_20250402-105034,core i7,1080.0,0.0,hd,15.6,intel
26,0,237.4,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-5806-i5-nhqmfsv002?code=0220042002380,vỏ nhựa - nắp lưng kim loại,1024.0,512.0,1920.0,5.1,362.3,acer,4.4,18190000.0,12.0,8.0,3200.0,2.1,18190000.0,ddr4,144.0,2.0,Laptop Acer Gaming Aspire 7 A715 76G 5806 i5 12450H/16GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QMFSV.002),16.0,1,2.0,windows 11,50.0,đen,12450h,"đồ họa - kỹ thuật, học tập - văn phòng, gaming, laptop sáng tạo nội dung",card rời,19.9,https://cdn.tgdd.vn/Products/Images/44/313177/acer-aspire-7-gaming-a715-76g-5806-i5-nhqmfsv002-glr-1-750x500.jpg,nvidia,0220042002380__l157_20250402-105034,core i5,1080.0,4.0,hd,15.6,intel
27,0,271.09,https://www.thegioididong.com/laptop/acer-nitro-5-an515-58-769j-i7-nhqfhsv003?code=0220042002385,vỏ nhựa,1024.0,512.0,1920.0,5.1,360.4,acer,4.7,21490000.0,20.0,14.0,3200.0,2.5,21490000.0,ddr4,144.0,2.3,Laptop Acer Gaming Nitro 5 Tiger AN515 58 769J i7 12700H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.003),8.0,1,2.0,windows 11,57.5,đen,12700h,"học tập - văn phòng, cao cấp - sang trọng, mỏng nhẹ",card rời,25.9,https://cdn.tgdd.vn/Products/Images/44/313332/acer-nitro-5-an515-58-769j-i7-nhqfhsv003-hinh-1-750x500.jpg,nvidia,0220042002385__l139_20250402-105034,core i7,1080.0,4.0,hd,15.6,intel
28,0,235.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15iah8-i5-83er00evn?code=0220042002387,vỏ nhựa,1024.0,512.0,1920.0,5.1,359.3,lenovo,4.4,14690000.0,12.0,8.0,4800.0,1.62,14690000.0,lpddr5,60.0,2.0,Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),16.0,1,0.0,windows 11,47.0,xám,12450h,học tập - văn phòng,card tích hợp,17.9,https://cdn.tgdd.vn/Products/Images/44/313333/lenovo-ideapad-slim-3-15iah8-i5-83er00evn-glr-1-750x500.jpg,intel,0220042002387__l23_20250402-105034,core i5,1080.0,0.0,full hd,15.6,intel
29,0,236.0,https://www.thegioididong.com/laptop/lenovo-ideapad-1-15alc7-r7-82r400c1vn?code=0220042002395,vỏ nhựa,1024.0,512.0,1920.0,5.0,360.2,lenovo,4.3,13690000.0,16.0,8.0,3200.0,1.61,13690000.0,ddr4,60.0,1.8,Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN),16.0,1,2.0,windows 11,42.0,xám,5700u,"cao cấp - sang trọng, gaming, học tập - văn phòng, đồ họa - kỹ thuật",card tích hợp,17.9,https://cdn.tgdd.vn/Products/Images/44/313627/lenovo-ideapad-1-15alc7-r7-82r400c1vn-glr-1-2-750x500.jpg,amd,0220042002395__l63_20250402-105034,ryzen 7,1080.0,0.0,hd,15.6,amd
30,0,259.4,https://www.thegioididong.com/laptop/hp-gaming-victus-16-r0130tx-i5-8c5n5pa?code=0220042002403,vỏ nhựa,512.0,512.0,1920.0,5.3,369.0,hp,4.7,23690000.0,16.0,12.0,5200.0,2.34,23690000.0,ddr5,144.0,2.6,Laptop HP Gaming VICTUS 16 r0130TX i5 13500H/16GB/512GB/144Hz/6GB RTX3050/Win11 (8C5N5PA),16.0,1,2.0,windows 11,70.0,đen,13500h,"đồ họa - kỹ thuật, học tập - văn phòng, gaming, laptop sáng tạo nội dung",card rời,23.9,https://cdn.tgdd.vn/Products/Images/44/313973/hp-gaming-victus-16-r0130tx-i5-8c5n5pa-glr-1-750x500.jpg,nvidia,0220042002403__l160_20250402-105034,core i5,1080.0,6.0,full hd,16.1,intel
31,0,259.4,https://www.thegioididong.com/laptop/hp-gaming-victus-16-s0077ax-r7-8c5n6pa?code=0220042002404,vỏ nhựa,512.0,512.0,1920.0,5.3,369.0,hp,5.1,26490000.0,16.0,8.0,5600.0,2.34,26490000.0,ddr5,144.0,3.8,Laptop HP Gaming VICTUS 16 s0077AX R7 7840HS/16GB/512GB/144Hz/6GB RTX3050/Win11 (8C5N6PA),16.0,1,2.0,windows 11,70.0,đen,7840hs,"đồ họa - kỹ thuật, học tập - văn phòng, gaming, laptop sáng tạo nội dung",card rời,23.9,https://cdn.tgdd.vn/Products/Images/44/313974/hp-gaming-victus-16-s0077ax-r7-8c5n6pa-glr-1-1-700x467.jpg,nvidia,0220042002404__l168_20250402-105034,ryzen 7,1080.0,6.0,full hd,16.1,amd
32,0,237.0,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002?code=0220042002427,vỏ nhựa - nắp lưng kim loại,1024.0,512.0,1920.0,5.1,361.0,acer,4.6,16690000.0,12.0,8.0,3200.0,1.7,16690000.0,ddr4,60.0,2.1,Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.0,1,2.0,windows 11,50.0,xám,13420h,"học tập - văn phòng, gaming",card rời,17.9,https://cdn.tgdd.vn/Products/Images/44/314630/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002-glr-1-750x500.jpg,nvidia,0220042002427__l27_20250402-105034,core i5,1080.0,4.0,full hd,15.6,intel
33,0,259.0,https://www.thegioididong.com/laptop/msi-bravo-15-b7ed-r5-010vn?code=0220042002428,vỏ nhựa,512.0,512.0,1920.0,5.3,359.0,msi,4.55,17190000.0,12.0,6.0,4800.0,2.25,17190000.0,ddr5,144.0,3.3,Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN),16.0,1,2.0,windows 11,53.5,đen,7535hs,"học tập - văn phòng, cao cấp - sang trọng, mỏng nhẹ",card rời,24.95,https://cdn.tgdd.vn/Products/Images/44/314849/msi-bravo-15-b7ed-r5-010vn-glr-1-750x500.jpg,amd,0220042002428__l136_20250402-105034,ryzen 5,1080.0,4.0,hd,15.6,amd
34,0,226.6,https://www.thegioididong.com/laptop/dell-inspiron-14-5430-i5-i5p165w11sl2050?code=0220042002437,vỏ kim loại,2048.0,512.0,2560.0,5.3,314.0,dell,4.6,27490000.0,16.0,12.0,4800.0,1.78,27490000.0,lpddr5,120.0,1.9,Laptop Dell Inspiron 14 5430 i5 1340P/16GB/512GB/4GB RTX2050/120Hz/OfficeHS/Win11 (N5430-i5P165W11SL2050),16.0,1,0.0,windows 11,54.0,bạc,1340p,"học tập - văn phòng, cao cấp - sang trọng",card rời,16.49,https://cdn.tgdd.vn/Products/Images/44/315955/dell-inspiron-14-5430-i5-i5p165w11sl2050-1-750x500.jpg,nvidia,0220042002437__l292_20250402-105034,core i5,1600.0,4.0,full hd,14.0,intel
35,0,251.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nv-r7-lp031w?code=0220042002439,vỏ nhựa - nắp lưng kim loại,2048.0,512.0,1920.0,5.3,354.0,asus,4.75,26790000.0,16.0,8.0,4800.0,2.2,26790000.0,ddr5,144.0,3.2,Laptop Asus TUF Gaming A15 FA507NV R7 7735HS/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP031W),16.0,1,2.0,windows 11,90.0,xám,7735hs,"gaming, đồ họa - kỹ thuật",card rời,22.4,https://cdn.tgdd.vn/Products/Images/44/315892/asus-tuf-gaming-a15-fa507nv-r7-lp031w-hinh-1-750x500.jpg,nvidia,0220042002439__l259_20250402-105034,ryzen 7,1080.0,8.0,hd,15.6,amd
