product_id,name,root_price_vnd,discounted_price_vnd,battery_capacity_wh,cpu_threads,cpu_base_clock_ghz,ram_type,cpu_model,manufacturer,laptop_height_mm,laptop_width_mm,cpu_boost_clock_ghz,cpu_cores,ram_speed,refresh_rate_hz,ram_slots,vga_type,laptop_depth_mm,vga_vram_gb,laptop_camera
0220042002981__l56_20250402-105034,Laptop Acer Aspire 16 AI A16 71M 59L5 Ultra 5 125H/16GB/512GB/Win11 (NX.J4YSV.001),19990000,18690000,53,18,1.2,lpddr5,125h,acer,253.22,359.7,4.5,14,8533,60,0,card tích hợp,17.9,0,HD
0220042002982__l134_20250402-105034,Laptop Acer Aspire 16 AI A16 71M 71U7 Ultra 7 155H/16GB/512GB/Win11 (NX.J4YSV.002),22990000,19990000,53,22,1.4,lpddr5,155h,acer,253.22,359.7,4.8,16,8533,60,0,card tích hợp,17.9,0,HD
0220042002986__l331_20250402-105034,Laptop LG Gram 14Z90S Ultra 5 125H/16GB/512GB/Win11 (14Z90S-G.AH55A5),36290000,28490000,72,18,1.2,lpddr5,125h,lg,214.3,312,4.5,14,6400,60,0,card tích hợp,16.9,0,Full HD
0220042002987__l332_20250402-105034,Laptop LG Gram 14Z90S Ultra 7 155H/16GB/512GB/Win11 (14Z90S-G.AH75A5),41390000,30990000,72,22,1.4,lpddr5,155h,lg,214.3,312,4.8,16,6400,60,0,card tích hợp,16.9,0,Full HD
0220042002988__l333_20250402-105034,Laptop LG Gram 16Z90S Ultra 7 155H/16GB/512GB/Win11 (16Z90S-G.AH76A5),45490000,39490000,77,22,1.4,lpddr5,155h,lg,242.3,355.1,4.8,16,7467,60,0,card tích hợp,16.8,0,Full HD
0220042002989__l334_20250402-105034,Laptop LG Gram 17Z90S Ultra 7 155H/16GB/1TB/Win11 (17Z90S-G.AH78A5),49290000,42990000,77,22,1.4,lpddr5,155h,lg,258.8,378.8,4.8,16,7467,60,0,card tích hợp,17.8,0,Full HD
0220042002990__l335_20250402-105034,Laptop LG Gram 16Z90SP Ultra 7 155H/16GB/512GB/Win11 (16Z90SP-K.AH78A5),51400000,47090000,77,22,3.8,lpddr5,155h,lg,251.6,357.7,4.8,16,7467,60,0,card tích hợp,12.4,0,Full HD
0220042002992__l2_20250402-105034,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5057W1),16990000,16490000,41,12,1.3,ddr4,1235u,dell,235.56,358.5,4.4,10,2666,120,2,card tích hợp,18.99,0,HD
0220042002993__l314_20250402-105034,Laptop HP Elitebook 635 Aero G11 R5 8640U/16GB/512GB/Win11 (A8WS6PT),25390000,24490000,43,12,3.5,lpddr5,8640u,hp,211.2,297.3,4.9,6,6400,60,0,card tích hợp,15.1,0,Full HD
0220042002994__l336_20250402-105034,Laptop HP Elitebook 635 Aero G11 R7 8840HS/16GB/512GB/Win11 (A8WS7PT),27990000,26990000,43,16,3.3,lpddr5,8840hs,hp,211.2,297.3,5.1,8,6400,60,0,card tích hợp,15.1,0,Full HD
0220042002995__l8_20250402-105034,Laptop Lenovo IdeaPad Slim 3 15IRH10 i5 13420H/16GB/512GB/Win11 (83K1000HVN),16490000,16190000,60,12,2.1,ddr5,13420h,lenovo,239.5,343.4,4.6,8,4800,60,2,card tích hợp,17.9,0,HD
0220042002996__l54_20250402-105034,Laptop Lenovo IdeaPad Slim 3 15IRH10 i7 13620H/24GB/512GB/Win11 (83K1000FVN),20490000,20090000,60,16,2.4,ddr5,13620h,lenovo,239.5,343.4,4.9,10,4800,60,2,card tích hợp,17.9,0,HD
